player,player_id,position,Season,Draft Class,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,weighted_blocking_grade,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_rg,snap_counts_rt,snap_counts_te,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_run_block
Silas Robinson,81562,C,2021,2023,TEXAS ST,5,100,0,314,46.4,46.7,47.4,47.0,0,5,175,100,100,98.6,2,5,0,323,323,0,0,0,0,0,323,184,184,139
Cade Briggs,73582,G,2019,2024,NEW MEXICO,9,100,0,241,46.4,81.9,42.6,59.2,0,2,102,100,100,99,2,2,0,261,0,1,0,260,0,0,261,110,110,151
Radson Jang,59919,C,2022,2023,NEW MEXICO,12,96.7,0,241,46.3,24.9,54.1,42.4,1,5,103,92,92.4,96.1,0,7,1,263,165,0,0,0,0,97,272,109,118,154
Brayden Rohme,100535,T,2021,2024,CAL,7,100,0,130,46.3,40.4,52.3,45.7,3,10,165,100,100,94.2,3,16,3,307,0,0,303,0,4,0,307,171,171,136
William Lay III,62971,C,2019,2023,GA TECH,10,100,0,176,46.3,59.8,42.5,51.0,4,11,271,100,100,96.9,1,16,1,575,575,0,0,0,0,0,575,284,284,291
Vincent McConnell,55089,G,2019,2022,CINCINNATI,12,100,0,138,46.3,37.2,47.1,42.5,1,14,212,100,100,95.5,1,17,2,489,0,270,0,128,91,0,489,225,225,264
Trevor Robbins,41508,C,2018,2022,S JOSE ST,7,100,0,285,46.3,57.8,47.9,54.6,2,8,235,100,100,96.6,5,13,3,361,361,0,0,0,0,0,361,244,244,117
Ben Wrather,129740,C,2023,2024,NWESTERN,12,100,0,256,46.2,49.2,46.2,47.9,5,13,428,100,100,97,7,22,4,770,770,0,0,0,0,0,770,445,445,325
Alex Padgett,145657,C,2023,2024,BOWL GREEN,13,100,4,122,46.2,44.0,51.8,47.4,5,8,406,100,100,96.9,12,19,6,759,759,0,0,0,0,0,759,424,424,335
Stephon Dubose-Bourne,145357,G,2023,2024,DOMINION,13,100,2,263,46.2,50.2,43.8,47.4,1,14,432,100,100,96.2,5,24,9,824,0,824,0,0,0,0,824,464,464,360
Reggie Sutton,81813,T,2023,2024,RUTGERS,9,100,0,278,46.2,33.1,51.9,44.3,3,12,181,100,100,94.8,3,17,2,475,0,0,23,0,452,0,475,191,191,284
Kellton Hollins,40813,G,2021,2022,LA TECH,12,100,1,208,46.2,37.6,50.7,43.0,4,10,391,100,100,98,7,15,1,701,0,34,0,667,0,0,701,413,413,288
Carson Van Lynn,77329,T,2019,2022,PITTSBURGH,13,98.6,0,268,46.2,53.2,45.4,48.7,1,5,85,96.6,96.7,96.5,0,6,0,205,0,0,95,0,4,109,208,89,92,116
Lukas Kolter,30373,G,2017,2019,UMASS,12,99.8,0,216,46.2,44.2,49.6,46.4,3,12,349,99.7,99.7,96.4,5,20,5,615,61,0,0,539,0,16,616,370,371,245
Andrew Peterson,21121,T,2015,2016,SO MISS,8,100,0,296,46.2,34.4,61.3,45.9,1,5,134,100,100,94,7,11,5,255,0,0,0,0,255,0,255,146,146,109
D'Ary Patton,139560,T,2023,2024,SM HOUSTON,10,100,0,281,46.1,52.6,48.0,50.6,4,10,240,100,100,97.1,4,14,0,443,0,0,0,0,443,0,443,254,254,189
Parker Hanna,134811,T,2022,2023,INDIANA,11,100,1,190,46.1,36.2,54.0,42.0,4,32,322,100,100,93.2,3,40,4,503,0,0,0,0,503,0,503,339,339,164
Rey Burnett,102277,G,2021,2024,FIU,9,100,1,166,46.1,9.7,60.9,31.0,2,9,130,100,100,95,3,12,1,231,0,74,44,113,0,0,231,135,135,96
Marcus Minor,59831,T,2019,2023,MARYLAND,10,100,2,215,46.1,36.5,56.4,45.0,4,16,272,100,100,95.2,6,23,3,507,0,0,0,0,502,5,507,291,291,216
Jace Neville,46969,T,2016,2017,MEMPHIS,7,100,0,218,46.1,35.0,50.6,41.8,2,12,127,100,100,93.7,0,15,1,232,0,0,13,1,218,0,232,131,131,101
Josh Simmons,88924,T,2022,2024,S DIEGO ST,12,100,0,284,46.0,64.6,48.0,56.1,3,14,346,100,100,96.4,17,21,4,724,0,0,0,0,724,0,724,355,355,369
Bryce Thoman,125342,G,2022,2024,TEMPLE,10,100,1,306,46.0,36.2,48.5,40.7,1,13,343,100,100,97.7,3,15,1,558,0,351,0,206,0,0,558,353,353,205
Paula Vaipulu,122500,G,2021,2023,GA TECH,7,100,0,176,46.0,43.8,45.1,44.3,2,4,133,100,100,97.7,1,6,0,246,0,246,0,0,0,0,246,143,143,103
Bryce Foxworth,60081,G,2020,2022,SO MISS,9,100,1,296,46.0,44.8,46.8,45.7,1,3,129,100,100,97.7,3,5,1,249,0,222,0,27,0,0,249,140,140,109
Will Bramel,81803,T,2019,2020,PURDUE,12,100,0,273,46.0,39.8,48.4,42.6,3,31,448,100,100,95.3,0,38,4,703,0,1,0,6,695,0,703,471,471,232
Evan Jumper,104221,C,2023,2024,COAST CAR,9,100,0,141,45.9,61.5,43.7,52.1,0,4,86,100,100,97.7,2,4,0,195,195,0,0,0,0,0,195,92,92,103
Shamar Hobdy-Lee,98421,T,2023,2024,HOUSTON,5,100,0,182,45.9,38.5,49.3,43.1,1,4,60,100,100,90.8,0,8,3,108,0,0,0,0,108,0,108,62,62,46
Luke Watson,173286,T,2023,2024,TEMPLE,11,100,0,306,45.9,36.5,48.1,40.5,11,26,495,100,100,95.7,1,40,3,799,0,224,575,0,0,0,799,525,525,274
Joey Capra,98230,G,2022,2024,NEVADA,7,100,1,239,45.9,48.7,42.4,46.3,2,7,202,100,100,96.8,2,11,2,345,6,200,0,139,0,0,345,212,212,133
Joseph Boggs,77524,T,2022,2023,BALL ST,10,100,0,117,45.9,46.0,45.4,45.7,1,14,318,100,100,97.6,2,15,0,587,0,13,0,0,573,1,587,336,336,251
Robert Haskins,77575,T,2018,2023,VIRGINIA,6,100,0,335,45.9,13.3,58.6,32.5,2,7,66,100,100,93.2,0,9,0,118,0,0,109,0,9,0,118,68,68,50
Mike Marinelli,36490,T,2017,2019,KENT STATE,4,100,0,201,45.9,20.2,55.2,45.0,0,4,38,100,100,92.1,1,5,1,137,0,0,0,0,137,0,137,40,40,97
Nic Foster,60813,T,2017,2018,TEXAS ST,10,99.9,0,314,45.9,25.0,55.8,39.2,6,31,377,99.7,100,94,3,41,4,741,0,0,739,1,0,1,742,401,401,340
Aaron Pyron,98235,G,2021,2022,GA SOUTHRN,5,100,0,174,45.8,51.9,45.4,48.4,0,1,59,100,100,99.2,1,1,0,131,0,0,0,131,0,0,131,60,60,71
Isaac Weaver,41945,C,2019,2022,DOMINION,11,100,2,263,45.8,61.0,40.1,52.8,2,17,446,100,100,97.4,5,21,2,769,649,0,120,0,0,0,769,466,466,303
Michael Howard,36169,T,2019,2020,OLE MISS,12,100,0,226,45.8,42.1,47.5,45.1,1,6,211,100,100,97.9,1,8,1,480,0,0,438,0,41,1,480,217,217,263
Bryce Gibbs,36969,T,2017,2019,KENT STATE,12,100,1,201,45.8,38.8,52.6,46.0,2,26,280,100,100,92.9,5,34,6,617,0,0,2,0,615,0,617,297,297,320
Damien Parris,16978,T,2014,2016,HOUSTON,6,100,0,182,45.8,42.3,50.9,46.1,2,6,61,100,100,91.8,1,9,1,116,0,0,97,9,0,10,116,65,65,51
Parker Moorer,99422,T,2023,2024,E CAROLINA,12,100,3,156,45.7,43.1,51.3,46.1,5,33,478,100,100,94.8,9,44,6,791,0,0,788,0,0,3,791,500,500,291
Tautai Li'o Marks,128158,G,2022,2024,TULSA,11,100,0,320,45.7,54.6,44.5,50.3,4,18,419,100,100,96.9,6,24,2,776,78,0,0,698,0,0,776,442,442,334
Ty Furnish,151082,C,2022,2024,VIRGINIA,10,100,1,335,45.6,39.0,54.5,45.4,0,14,282,100,100,96.8,6,16,2,505,505,0,0,0,0,0,505,297,297,208
John Campbell Jr.,77383,G,2019,2024,MIAMI FL,11,100,0,220,45.6,47.3,47.7,47.4,0,16,172,100,100,95.3,4,16,0,295,0,180,21,0,92,2,295,185,185,110
Gewhite Stallworth,46939,T,2019,2020,LA TECH,12,100,0,208,45.6,48.1,46.3,47.4,5,23,368,100,100,95.1,4,32,4,659,0,0,7,0,650,2,659,391,391,268
Kevin Feder,51624,T,2018,2020,KANSAS,12,100,2,198,45.6,50.1,49.0,49.6,0,16,353,100,100,96.6,7,20,4,679,0,0,0,0,679,0,679,371,371,308
Peyton Dunn,147180,G,2023,2024,HOUSTON,8,100,0,182,45.5,43.7,49.5,46.1,1,6,60,100,100,94.2,2,7,0,115,0,11,0,95,0,9,115,67,67,48
Matt Ryals,100793,G,2022,2024,SO MISS,12,100,0,296,45.5,56.9,46.5,52.8,2,4,145,100,100,97.9,4,6,0,248,0,129,0,119,0,0,248,151,151,97
Drew Shelton,164186,T,2022,2024,PENN STATE,6,100,0,266,45.5,62.4,37.9,50.3,3,7,156,100,100,96.8,2,10,0,324,0,14,310,0,0,0,324,164,164,160
Mitchell Berg,55364,T,2022,2023,TOLEDO,7,100,1,316,45.5,51.4,48.2,50.0,1,14,222,100,100,95.3,4,18,3,410,0,0,369,0,41,0,410,230,230,180
Ryan Johnson,41740,G,2020,2022,GA TECH,10,100,0,176,45.5,50.1,45.4,47.9,2,17,350,100,100,97.3,5,19,0,723,0,0,0,722,0,0,723,378,378,345
Jovaun Woolford,36479,T,2020,2022,RICE,5,100,2,275,45.5,47.6,46.0,46.8,0,11,162,100,100,95.4,2,13,2,356,0,1,4,1,349,1,356,169,169,187
Brendan Bordner,56812,T,2021,2023,RUTGERS,10,99.7,1,278,45.4,54.3,47.8,51.4,3,9,194,99.5,99.5,96.9,5,12,0,364,0,0,233,0,130,1,365,202,203,162
Darius Washington,99679,T,2019,2024,FLORIDA ST,4,100,0,167,45.4,53.1,53.0,53.1,1,5,128,100,100,96.1,5,8,2,255,0,0,252,0,0,3,255,139,139,116
Jake Fruhmorgen,47017,C,2019,2020,BAYLOR,12,100,0,118,45.4,39.7,47.4,43.1,3,9,338,100,100,98.2,5,12,0,659,657,0,0,0,0,0,659,364,364,295
Colton Prater,46078,G,2017,2020,TEXAS A&M,9,100,1,312,45.4,25.4,48.8,37.5,5,6,142,100,100,94,1,14,3,304,18,144,93,0,39,10,304,147,147,157
Wes Dorsey,98513,T,2023,2024,W KENTUCKY,13,100,1,346,45.3,37.9,55.4,44.2,8,24,466,100,100,96.6,6,32,0,773,0,0,0,0,771,0,773,494,494,279
Markell Samuel,122253,T,2023,2024,APP STATE,12,100,0,108,45.3,30.6,51.0,40.1,5,20,283,100,100,94.9,0,27,2,559,0,0,555,0,0,4,559,298,298,261
Tosh Baker,122892,T,2021,2024,NOTRE DAME,5,100,0,258,45.3,40.4,53.6,45.7,0,5,104,100,100,94.7,2,8,3,186,0,0,185,0,1,0,186,112,112,74
Matt Smith,41124,C,2021,2022,FRESNO ST,6,100,0,169,45.3,26.7,61.2,38.9,3,6,197,100,100,96.7,5,11,2,324,324,0,0,0,0,0,324,209,209,115
Jacob Nunez,131625,G,2021,2022,NEVADA,8,100,0,239,45.3,24.4,54.6,35.8,1,5,89,100,100,95.5,2,7,1,146,0,105,0,41,0,0,146,91,91,55
Jacob Still,41563,C,2020,2022,ARK STATE,10,99.8,0,113,45.3,42.0,50.9,45.3,3,13,314,100,99.7,97.5,5,16,0,527,527,0,0,0,0,1,528,333,334,194
Andrew Boselli,40469,C,2019,2020,FLORIDA ST,5,100,0,167,45.3,37.5,53.3,44.8,1,4,115,100,100,97.8,3,5,0,228,226,0,0,2,0,0,228,123,123,105
Chavis Dickey,46780,T,2015,2018,UCF,7,100,0,323,45.3,28.9,57.6,39.2,3,17,162,100,100,92.6,2,22,2,259,0,58,0,0,201,0,259,166,166,93
Cedric Dunbar,81691,G,2023,2024,BOWL GREEN,12,100,1,122,45.2,27.1,50.6,38.6,2,11,124,100,100,93.1,3,15,2,253,0,167,5,68,13,0,253,129,129,124
AJ Vaipulu,74652,G,2022,2024,NEW MEX ST,11,100,1,242,45.2,65.1,42.3,53.1,1,7,249,100,100,98.4,6,8,0,569,60,507,0,0,0,0,569,270,270,299
Julian Hernandez,98570,C,2022,2024,VANDERBILT,10,100,0,333,45.2,57.2,42.6,49.6,1,6,278,100,100,98.7,2,7,0,621,621,0,0,0,0,0,621,299,299,322
Gage Pitchford,146963,G,2022,2024,VANDERBILT,9,100,1,333,45.2,35.3,44.0,39.1,3,4,136,100,100,96.7,2,8,1,263,0,210,4,49,0,0,263,147,147,116
Marcus Greer,79674,C,2021,2022,MIDDLE TN,13,100,0,224,45.2,69.8,45.2,58.7,0,1,101,100,100,98.5,4,2,1,198,106,45,0,42,0,2,198,109,109,89
James Jackson,56723,C,2021,2023,S ALABAMA,8,100,0,288,45.2,27.4,50.4,38.1,2,8,254,100,100,97.6,0,11,1,499,499,0,0,0,0,0,499,266,266,233
Cedrice Paillant,129895,G,2020,2023,RUTGERS,9,100,0,278,45.2,45.7,42.4,44.2,3,8,301,100,100,96.8,3,15,4,573,0,573,0,0,0,0,573,321,321,252
Braden Moody,81837,T,2020,2021,S ALABAMA,5,100,0,288,45.2,29.7,51.3,40.4,2,7,76,100,100,90.1,0,12,3,165,0,0,164,0,0,0,165,83,83,82
Travis Glover,81658,T,2019,2024,GA STATE,13,100,0,175,45.2,42.0,46.0,44.2,4,32,433,100,100,95.6,2,37,1,998,0,0,7,0,980,1,998,460,460,538
Patrick Arnold,55559,G,2019,2020,WYOMING,11,100,0,351,45.2,36.3,48.2,43.8,0,11,140,100,100,94.6,3,13,2,402,9,266,0,127,0,0,402,148,148,254
Jake Edwards,27717,T,2018,2020,GA SOUTHRN,12,100,0,174,45.2,24.9,51.0,45.5,1,4,38,100,100,90.8,3,6,1,199,0,23,1,69,105,1,199,42,42,157
Thomas Johnson,147083,C,2023,2024,COAST CAR,5,100,0,141,45.1,43.3,50.8,46.3,1,5,149,100,100,96.6,4,8,2,271,271,0,0,0,0,0,271,161,161,110
Jaren Kump,131859,G,2022,2024,UTAH,12,100,0,328,45.1,60.6,38.9,49.4,1,5,131,100,100,97.7,2,6,0,299,0,0,0,295,4,0,299,145,145,154
Reece McIntyre,98383,G,2020,2024,OLE MISS,5,100,0,226,45.1,44.8,41.9,43.5,1,6,85,100,100,95.9,0,7,0,175,0,174,0,0,0,0,175,94,94,81
Brian Abosi,52087,T,2019,2021,UMASS,11,100,0,216,45.1,31.9,54.5,42.4,3,22,277,100,100,94.8,4,27,2,542,0,0,0,0,542,0,542,289,289,253
LaVonne Gauthney,45598,C,2017,2018,AKRON,6,100,0,102,45.1,34.0,48.4,40.3,1,8,146,100,100,96.2,2,10,1,274,274,0,0,0,0,0,274,155,155,119
J.J. Denman,46913,T,2014,2017,RUTGERS,8,100,1,278,45.1,4.2,58.3,36.8,1,8,52,100,100,91.3,2,9,0,136,0,0,0,0,135,1,136,54,54,82
Jazston Turnetine,124260,T,2020,2023,S CAROLINA,5,100,0,289,45.0,33.2,49.0,41.5,2,6,97,100,100,92.8,0,11,3,225,0,1,218,0,6,0,225,107,107,118
Aaron Dowdell,41586,G,2019,2022,GA SOUTHRN,6,100,0,174,45.0,68.5,45.2,50.8,0,2,75,100,100,97.3,2,3,1,330,102,228,0,0,0,0,330,79,79,251
Irving Schuster,59735,T,2017,2018,IDAHO,9,100,0,185,45.0,32.9,51.3,39.9,3,18,186,100,100,91.7,2,26,5,312,0,0,138,0,173,0,312,194,194,118
Mason Richman,129479,T,2023,2024,IOWA,14,100,2,192,44.9,53.6,41.5,47.4,6,11,374,100,100,96.7,4,21,4,804,0,0,804,0,0,0,804,394,394,410
Mark Goode,123450,T,2023,2024,W KENTUCKY,7,100,0,346,44.9,41.1,45.2,42.4,7,18,270,100,100,95,0,26,1,421,0,0,420,0,0,0,421,284,284,137
Jahlil Ryles,79680,G,2021,2023,MIDDLE TN,7,100,2,224,44.9,26.0,57.0,37.3,0,6,128,100,100,96.9,5,7,1,211,0,139,62,0,7,2,211,134,134,77
Jahmir Ross-Johnson,41349,T,2020,2022,TENNESSEE,7,100,1,307,44.9,30.6,58.0,42.4,1,9,155,100,100,96.8,3,10,0,289,0,0,287,1,0,0,289,165,165,124
Dakota Torbert,59811,G,2020,2021,LA MONROE,8,100,0,209,44.9,36.3,45.1,39.0,1,5,115,100,100,96.5,1,7,1,174,0,174,0,0,0,0,174,120,120,54
Tyler Orsini,101264,C,2019,2022,NEVADA,8,100,0,239,44.9,29.2,49.9,37.0,1,6,176,100,100,97.4,0,8,1,295,295,0,0,0,0,0,295,184,184,111
Chance Hall,37380,T,2016,2019,TENNESSEE,6,100,1,307,44.9,46.7,45.3,46.0,2,14,180,100,100,93.9,1,19,3,354,0,0,0,0,353,1,354,184,184,170
Jaron Caldwell,28974,G,2020,2021,UNLV,6,100,0,325,44.8,30.5,49.5,38.0,1,5,189,100,100,96.8,1,9,3,316,136,180,0,0,0,0,316,192,192,124
Biron Rossell,78388,T,2021,2024,LA TECH,11,100,1,208,44.7,44.9,48.1,46.1,5,9,269,100,100,96.7,4,16,2,454,0,0,427,0,24,3,454,286,286,168
Trevor Robbins,41508,G,2021,2022,S JOSE ST,12,100,1,285,44.7,39.3,46.2,42.1,3,24,438,100,100,96.7,5,28,1,774,197,577,0,0,0,0,774,462,462,312
Braylen Nelson,146050,G,2021,2024,FRESNO ST,8,100,0,169,44.7,33.3,51.0,40.6,3,12,266,100,100,96.4,6,17,2,472,0,447,25,0,0,0,472,277,277,195
Ben Wrather,129740,G,2021,2024,NWESTERN,8,100,0,256,44.7,30.2,47.3,39.9,1,6,82,100,100,94.5,1,8,1,192,0,2,6,181,3,0,192,83,83,109
Tykeem Doss,121454,T,2021,2023,SO MISS,8,100,0,296,44.7,1.3,66.8,35.5,2,11,147,100,100,94.2,3,15,2,320,0,52,267,0,0,0,320,153,153,167
Isaiah Mursalat,75864,T,2021,2024,NEW MEX ST,7,100,0,242,44.7,18.1,61.6,30.1,2,20,253,100,100,94.9,2,24,2,381,0,0,21,142,218,0,381,276,276,105
Adagio Lopeti,77482,G,2020,2022,KANSAS,7,100,0,198,44.7,46.2,45.2,45.8,0,11,205,100,100,96.3,2,13,2,372,110,53,0,103,104,2,372,215,215,157
Brady Scott,59689,T,2018,2022,FLORIDA ST,10,100,1,167,44.7,30.8,58.4,41.9,8,17,325,100,100,94.6,6,30,5,576,0,0,114,0,462,0,576,345,345,231
Wyatt Lawson,145220,C,2022,2024,FIU,7,100,0,166,44.6,47.6,47.7,47.6,1,2,106,100,100,97.6,2,4,1,168,107,9,0,52,0,0,168,107,107,61
Zach Quinney,62969,T,2019,2021,GA TECH,12,100,1,176,44.6,32.4,51.0,41.9,12,16,341,100,100,94.7,3,32,4,727,0,1,612,0,112,2,727,355,355,372
Ry Schneider,41164,C,2018,2021,OKLA STATE,4,100,0,262,44.6,19.7,53.1,36.8,0,2,60,100,100,98.3,0,2,0,125,123,0,0,2,0,0,125,61,61,64
Cole Kirby,59863,T,2020,2021,MIDDLE TN,8,100,0,224,44.5,47.6,41.1,45.2,1,10,148,100,100,94.3,0,14,3,248,0,0,246,0,0,2,248,158,158,90
Bryce Foxworth,60081,G,2021,2022,SO MISS,9,100,1,296,44.4,22.8,49.9,37.2,1,7,154,100,100,94.8,4,12,4,338,0,0,0,337,0,1,338,159,159,179
Stacey Wilkins,99431,T,2023,2024,LA MONROE,11,100,1,209,44.3,45.7,48.2,46.8,2,16,350,100,100,96,11,23,5,646,0,0,646,0,0,0,646,373,373,273
Victor Cutler Jr.,98229,C,2021,2023,LA MONROE,8,100,0,209,44.3,51.5,43.7,47.8,1,5,206,100,100,98.1,2,7,1,432,242,0,42,0,148,0,432,225,225,207
Tony Georges,130291,C,2021,2024,AKRON,10,100,1,102,44.3,32.4,55.2,40.4,5,10,378,100,100,97.2,8,18,3,608,608,0,0,0,0,0,608,395,395,213
Jalen Guerrero,59926,T,2019,2020,NEW MEX ST,11,100,0,242,44.3,35.0,50.4,41.2,4,28,415,100,100,94.5,1,39,7,715,0,0,0,0,715,0,715,428,428,287
Kenny Cooper,40949,C,2019,2022,GA TECH,4,100,0,176,44.3,4.6,62.4,35.4,1,1,69,100,100,95.7,1,4,2,150,150,0,0,0,0,0,150,70,70,80
Jerry Harris,46950,T,2014,2018,SO MISS,10,100,0,296,44.3,36.5,57.1,43.8,10,15,237,100,100,94.7,4,25,0,382,0,0,0,0,369,13,382,247,247,135
Jeremy Burton,12583,T,2014,2015,LA MONROE,7,100,0,209,44.3,23.6,59.1,31.3,0,9,117,100,100,94.4,0,11,2,153,0,0,100,0,52,1,153,120,120,33
Henry Lutovsky,145003,G,2022,2024,NEBRASKA,12,100,0,238,44.2,26.7,45.6,34.8,2,11,155,100,100,93.2,0,17,4,281,1,1,0,279,0,0,281,161,161,120
Troy Rainey,129901,G,2021,2022,RUTGERS,11,100,1,278,44.2,44.8,43.0,43.9,1,10,265,100,100,96.4,2,15,4,527,0,24,0,503,0,0,527,272,272,255
Antawn Lewis,100782,T,2020,2022,LA TECH,5,100,0,208,44.2,35.4,51.2,41.1,3,16,208,100,100,95,1,20,1,345,0,0,0,0,345,0,345,221,221,124
Colin Woodside,77403,G,2020,2021,CINCINNATI,6,100,0,138,44.2,33.9,43.8,39.5,2,2,44,100,100,95.5,0,4,0,114,0,38,0,76,0,0,114,50,50,64
Dylan Niedrowski,77427,G,2021,2022,UCONN,6,100,0,146,44.1,32.5,46.4,38.4,3,9,149,100,100,94,1,15,3,270,0,220,0,0,49,0,270,155,155,115
Conner Estes,59810,T,2020,2021,S ALABAMA,8,100,0,288,44.1,31.1,51.6,40.5,5,18,274,100,100,94.3,1,27,4,538,0,0,0,0,537,0,538,292,292,246
Saige Young,60205,G,2019,2020,VANDERBILT,11,100,1,333,44.1,51.4,42.2,47.4,4,10,325,100,100,96.6,6,18,4,596,0,596,0,0,0,0,596,338,338,258
Cam Jurgens,84014,C,2019,2022,NEBRASKA,12,100,1,238,44.1,46.1,43.9,45.0,1,13,389,100,100,98.2,3,14,0,834,834,0,0,0,0,0,834,400,400,434
Eric Douglas,60061,T,2019,2023,S CAROLINA,7,100,2,289,44.1,28.6,53.7,39.3,2,4,85,100,100,95.3,3,7,1,157,0,2,40,64,41,9,157,90,90,67
John Long,145399,G,2022,2023,RICE,9,100,1,275,44.0,33.3,46.2,39.2,3,16,323,100,100,96.4,3,21,2,629,0,2,0,626,1,0,629,340,340,289
Stephon Dubose-Bourne,145357,G,2022,2024,DOMINION,5,100,0,263,44.0,22.6,53.1,28.3,2,6,84,100,100,91.7,1,11,3,107,0,77,1,27,2,0,107,87,87,20
Reece Jordan,55554,C,2017,2021,TEXAS ST,9,100,0,314,44.0,53.0,43.2,48.5,1,12,290,100,100,97.4,3,14,1,571,566,3,0,0,0,0,571,308,308,263
J'Ondray Sanders,26911,T,2015,2018,UNLV,12,100,0,325,44.0,19.3,56.5,38.2,7,31,303,100,100,91.7,3,44,6,660,0,0,0,0,660,0,660,325,325,335
Rodrick Tialavea,131959,G,2023,2024,WASH STATE,8,100,1,341,43.9,39.7,44.6,41.4,2,10,133,100,100,95.5,5,12,0,216,0,211,0,0,1,3,216,143,143,73
Jackson Stoefen,130635,T,2022,2023,TOLEDO,4,100,0,316,43.9,46.1,46.9,46.4,1,5,61,100,100,95.1,1,6,0,109,0,0,109,0,0,0,109,63,63,46
James McNorton,131946,T,2022,2023,S JOSE ST,9,100,1,285,43.9,45.2,42.0,44.3,1,25,396,100,100,94.4,6,35,9,583,0,0,0,0,583,0,583,421,421,162
Ernesto Ramirez,102825,T,2019,2023,ARK STATE,13,100,1,113,43.9,40.6,47.2,43.2,6,29,531,100,100,93.9,5,50,15,935,0,0,2,0,933,0,935,567,567,368
Brendan Black,174658,G,2023,2024,IOWA STATE,10,100,0,193,43.8,28.3,44.2,35.3,2,13,269,100,100,96.5,1,17,2,503,0,0,0,503,0,0,503,282,282,221
Jahlil Ryles,79680,G,2022,2023,MIDDLE TN,8,100,0,224,43.8,43.8,47.8,45.4,3,4,188,100,100,96.5,6,10,3,341,0,0,27,228,86,0,341,202,202,139
Seth Falley,156587,G,2022,2023,MIDDLE TN,6,100,0,224,43.8,23.2,49.3,31.7,1,9,134,100,100,95.5,1,11,1,209,0,35,0,174,0,0,209,141,141,68
Sidney Wells,100797,T,2021,2023,UAB,4,100,0,321,43.8,36.5,46.2,42.2,1,6,85,100,100,92.4,0,10,3,217,0,0,0,3,213,1,217,89,89,128
Bailey Malovic,101041,T,2020,2021,E CAROLINA,8,100,1,156,43.8,40.9,50.8,45.3,1,15,225,100,100,95.1,4,19,3,450,0,0,0,0,450,0,450,248,248,202
Daniel Taumalolo,163416,T,2022,2023,FRESNO ST,7,100,0,169,43.7,18.2,63.2,35.6,2,8,68,100,100,92.6,1,10,0,124,0,0,11,0,111,2,124,76,76,48
Keegan Hamilton,163323,C,2022,2023,COLO STATE,6,100,0,144,43.7,20.6,57.6,33.2,1,8,132,100,100,94.3,1,12,3,214,207,0,0,7,0,0,214,141,141,73
Tyler Jernigan,81826,G,2020,2021,S ALABAMA,9,100,0,288,43.7,23.0,46.9,33.9,3,12,226,100,100,95.8,1,17,2,446,0,445,0,0,0,0,446,243,243,203
Curtis Blackwell,58521,G,2017,2022,BALL ST,10,100,0,117,43.7,53.6,39.7,46.8,2,15,300,100,100,96.5,1,19,2,591,0,0,0,441,150,0,591,304,304,287
Dean Abdullah,158775,G,2022,2024,S DIEGO ST,6,100,0,284,43.6,75.4,41.3,55.1,0,0,56,100,100,100,2,0,0,143,0,0,0,143,0,0,143,58,58,85
Brayden Bapst,98575,T,2020,2021,VANDERBILT,7,100,0,333,43.6,36.6,46.2,40.9,0,3,62,100,100,96,0,4,1,121,0,0,0,0,121,0,121,67,67,54
LaDarius Henderson,98275,T,2019,2024,ARIZONA ST,10,100,2,110,43.5,39.5,48.6,42.9,5,16,331,100,100,95.3,3,26,5,556,0,0,554,0,0,1,556,346,346,210
Austin Doan,26135,C,2017,2018,C MICHIGAN,7,100,0,134,43.5,49.2,43.6,46.8,2,3,150,100,100,97.7,2,6,1,275,270,4,0,0,0,0,275,157,157,118
Wyatt Luebke,56526,T,2020,2022,ARK STATE,11,100,0,113,43.4,29.5,52.8,37.7,7,32,501,100,100,94.9,2,45,6,818,0,0,7,1,810,0,818,531,531,287
Ian McIver,59997,C,2019,2021,OKLAHOMA,5,100,0,261,43.4,69.3,41.0,53.3,0,0,46,100,100,100,0,0,0,113,113,0,0,0,0,0,113,49,49,64
Stacey Wilkins,99431,T,2022,2024,LA MONROE,8,100,1,209,43.3,33.9,54.6,44.6,0,10,85,100,100,92.9,5,11,1,190,0,0,64,0,126,0,190,92,92,98
Jacob Gardner,128229,T,2021,2024,NEVADA,12,100,1,239,43.3,43.7,46.7,44.6,8,19,535,100,100,96.2,9,34,7,790,10,0,778,0,0,2,790,563,563,227
Demontrey Jacobs,56619,T,2020,2023,USF,6,100,2,327,43.3,49.9,40.6,46.8,1,7,167,100,100,97.6,3,8,0,265,0,0,115,0,149,1,265,176,176,89
Kameren Stewart,98488,T,2020,2024,COAST CAR,8,100,0,141,43.3,22.9,51.6,39.0,1,6,82,100,100,95.7,2,7,0,205,0,0,204,0,0,1,205,90,90,115
Robert Kraeling,41976,T,2018,2020,DUKE,13,100,0,154,43.3,31.4,51.0,39.4,9,26,519,100,100,94.9,3,44,9,909,0,0,0,0,909,0,909,538,538,371
